Region,Country,Province,Medicine/Brand Name,Therapeutic Indications,Manufacturer,Batch Lot Number,API,Dosage Form,Drug Registered,Facility Sector,Facility Type,Year,Date Sample Collected,Final Test Result,Type of Test,Reason for Failure,Counterfeit Medicine,Actions Taken on Substandard or Counterfeit Medicine
Asia,Cambodia,Pursat,Quinine,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Warehouse,2003,15/01/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pailin,Artesunate,Antimalarial,"Guilin Pharmaceutical Co., Ltd",20402,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Quinine Sulfate,Antimalarial,Helm Pharma,144707,Quinine ,Tablet,Unknown,Unknown,Pharmacy,2003,15/01/2003,Pass,Compendial,N/A,No,N/A
Asia,Cambodia,Pailin,Artesunate,Antimalarial,"Guilin Pharmaceutical Co., Ltd",1031,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Quinine Sulfate,Antimalarial,Unknown,20520,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Fail,Compendial,Wrong API,No,Unknown
Asia,Cambodia,Battambang,Quinine Sulfate,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Pharmacy,2003,15/01/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pursat,Quinine,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Battambang,Nitaquine,Antimalarial,"Utopian Co., Ltd",832TN7,Chloroquine,Tablet,Unknown,Unknown,Pharmacy,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Quinine Sulfate,Antimalarial,Unknown,20520,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pursat,Tetraman,Antimalarial,T Man Pharma Ltd. Part.,7454586,Tetracycline,Capsule,Unknown,Unknown,Warehouse,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Tetracycline,Antimalarial,Unknown,25101,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Dihydroartemisinin ,Antimalarial,Kunming Pharmaceutical factory,Missing,Dihydroartemisinin,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Tera MS,Antimalarial,MS,33,Tetracycline,Capsule,Unknown,Unknown,Warehouse,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Quinine,Antimalarial,Unknown,Missing,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Fail,Compendial,Wrong API,No,Unknown
Asia,Cambodia,Battambang,Artesunate,Antimalarial,"Guilin Pharmaceutical Co., Ltd",20102,Artesunate,Tablet,Unknown,Unknown,Pharmacy,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Quinine,Antimalarial,Unknown,Missing,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Fail,Compendial,Wrong API,No,Unknown
Asia,Cambodia,Pailin,Tetracycline,Antimalarial,Unknown,Missing,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/01/2003,Fail,Screening,No API,Yes,Unknown
Asia,Cambodia,Battambang,Malarine,Antimalarial,MOH,110,"Mefloquine , Artesunate",Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Artesunate,Antimalarial,"Guilin Pharmaceutical Co., Ltd",20402,Artesunate,Tablet,Unknown,Unknown,Pharmacy,2003,15/01/2003,Pass,Compendial,N/A,No,N/A
Asia,Cambodia,Pursat,Artesunate,Antimalarial,"Guilin Pharmaceutical Co., Ltd",20801,Artesunate,Tablet,Unknown,Unknown,Pharmacy,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Artemether,Antimalarial,Kunming Pharmaceutical factory,20001074,Artemether,Tablet,Unknown,Unknown,Pharmacy,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Tetracycline,Antimalarial,Brainy Pharmaceutical,Missing,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/01/2003,Fail,Screening,No API,Yes,Unknown
Asia,Cambodia,Pailin,Chloroquine,Antimalarial,"RPC International Co., Ltd",970729,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Artesunate,Antimalarial,"Guilin Pharmaceutical Co., Ltd",10301,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Fail,Screening,No API,Yes,Unknown
Asia,Cambodia,Preah Vihear ,Malarine,Antimalarial,MOH,146,"Mefloquine , Artesunate",Tablet,Unknown,Unknown,Health Clinic,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Quinine,Antimalarial,Helm Pharma,144704,Quinine ,Tablet,Unknown,Unknown,Health Clinic,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Tetracycline,Antimalarial,Unknown,Missing,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Quinine,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Warehouse,2003,15/01/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pailin,Artesunate,Antimalarial,"Guilin Pharmaceutical Co., Ltd",20402,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Tetracycline,Antimalarial,"Chankit trading Ltd, Part",6203,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Artesunate,Antimalarial,"Guilin Pharmaceutical Co., Ltd",10301,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Quinine,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pailin,Chloroquine,Antimalarial,Unknown,T7850,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Quinine Sulfate,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Pharmacy,2003,15/01/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pailin,Tetra-MS,Antimalarial,MS,217,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Chloroquine,Antimalarial,CPE,Missing,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Malarine,Antimalarial,MOH,146,"Artesunate, Mefloquine ",Tablet,Unknown,Unknown,Pharmacy,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Nitaquine,Antimalarial,"Utopian Co., Ltd",284TNT,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Dihydroartemisinin ,Antimalarial,Unknown,Missing,Dihydroartemisinin,Tablet,Unknown,Unknown,Warehouse,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Tetracycline,Antimalarial,"Masa Lab Co., Ltd",302156,Tetracycline,Capsule,Unknown,Unknown,Pharmacy,2003,15/01/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Metronidazole,Antibiotic,"Medicpharma Co., Ltd",GQ700301,Metronidazole ,Tablet,Unknown,Unknown,Warehouse,2003,04/06/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Artesunate,Antimalarial,"Guilin Pharmaceutical Co., Ltd",20801,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Artesunate,Antimalarial,Unknown,20402,Artesunate,Tablet,Unknown,Unknown,Pharmacy,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Nitaquine,Antimalarial,"Utopian Co., Ltd",Missing,Chloroquine,Tablet,Unknown,Unknown,Health Clinic,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Nitaquine,Antimalarial,"Utopian Co., Ltd",832TN7,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Nivaquine,Antimalarial,Rhone Poulen,G13MANSG,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Quinine,Antimalarial,Brainy Pharmaceutical,20531,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pailin,Dihydroartemisinin ,Antimalarial,"Kincare Medical & Pharmaceutical Co., Ltd",Missing,Dihydroartemisinin,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,A+M4,Antimalarial,MOH,188,"Artesunate, Mefloquine ",Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Arinate,Antimalarial,Unknown,01L10,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Compendial,N/A,No,N/A
Asia,Cambodia,Pailin,Quinine,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pursat,Mefloquine,Antimalarial,Unknown,Missing,Mefloquine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Sinmoquin,Antimalarial,S.S.P. Laboratories,1440528,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Tetra-MS,Antimalarial,MS,217,Tetracycline,Capsule,Unknown,Unknown,Pharmacy,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Artesunate,Antimalarial,Unknown,20801,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Tetracycline,Antimalarial,Brainy Pharmaceutical,Missing,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Substandard,No,Unknown
Asia,Cambodia,Pursat,Artesunate,Antimalarial,Vinapharm,VNA-2680-99,Artesunate,Tablet,Unknown,Unknown,Pharmacy,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Artesunate,Antimalarial,Unknown,20102,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Chloroquine,Antimalarial,SDK Hanoi,10103,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Chloroquine,Antimalarial,"Burapha Dispensary Co, Ltd",18052,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Compendial,N/A,No,N/A
Asia,Cambodia,Pursat,Mefloquine,Antimalarial,Gateway Pharmaceuticals,B50932,Mefloquine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Compendial,Missing,Yes,Unknown
Asia,Cambodia,Pailin,Mequine,Antimalarial,"Atlantic Laboratories Co., Ltd",10197,Mefloquine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Compendial,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Mefax,Antimalarial,Unknown,Missing,Mefloquine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Tetracycline,Antimalarial,Brainy Pharmaceutical,Missing,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Substandard,No,Unknown
Asia,Cambodia,Pursat,Quinine,Antimalarial,Unknown,Missing,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Battambang,Naptrax,Antimalarial,Lachmann Co.,30655,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Artesunate,Antimalarial,Unknown,20402,Artesunate,Tablet,Unknown,Unknown,Health Clinic,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Nitaquine,Antimalarial,"Utopian Co., Ltd",Missing,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Artesunate,Antimalarial,Unknown,Missing,Artesunate,Tablet,Unknown,Unknown,Pharmacy,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Cotexin,Antimalarial,"Beijing Wanhui Double-Crane Pharmaceutical Co., Ltd",80400,Dihydroartemisinin,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Artesunate,Antimalarial,Unknown,20402,Artesunate,Tablet,Unknown,Unknown,Pharmacy,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Chloroquine,Antimalarial,"Acdhon Co., Ltd",T7829,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Quinine,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Preah Vihear ,Chloroquine,Antimalarial,Bankapi,TC03603,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Quinine Sulfate,Antimalarial,Holden,Missing,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Dihydroartemisinin ,Antimalarial,"Kincare Medical & Pharmaceutical Co., Ltd",Missing,Dihydroartemisinin,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Tetracycline,Antimalarial,"Asian Union Laboratories Co., Ltd",4605119,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Quinine,Antimalarial,Brainy Pharmaceutical,20532,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pursat,Chloroquine,Antimalarial,Unknown,TC30G02,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Chloroquine,Antimalarial,Unknown,910143,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Mefloquine,Antimalarial,Pan Laboratories Ply Ltd,55187,Mefloquine ,Tablet,Unknown,Unknown,Pharmacy,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Artesunate,Antimalarial,Unknown,21101,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Quinine,Antimalarial,Helm Pharma,144701,Quinine ,Tablet,Unknown,Unknown,Pharmacy,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Nitaquine,Antimalarial,"Utopian Co., Ltd",590,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Compendial,N/A,No,N/A
Asia,Cambodia,Pailin,Cotexin,Antimalarial,"Beijing Wanhui Double-Crane Pharmaceutical Co., Ltd",30400,Dihydroartemisinin,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Quinine,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Health Clinic,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Battambang,Chloroquine,Antimalarial,Unknown,10103,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Chloroquine,Antimalarial,Unknown,Missing,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Artesunate,Antimalarial,Unknown,902,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,No API,Yes,Unknown
Asia,Cambodia,Pailin,Dihydroartemisinin ,Antimalarial,"Kincare Medical & Pharmaceutical Co., Ltd",Missing,Dihydroartemisinin,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Utomycin,Antimalarial,"Utopian Co., Ltd",302CU9,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Compendial,N/A,No,N/A
Asia,Cambodia,Battambang,Tetracycline,Antimalarial,Brainy Pharmaceutical,Missing,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Substandard,No,Unknown
Asia,Cambodia,Pursat,Tetracycline,Antimalarial,Unknown,Missing,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Quinine,Antimalarial,"Utopian Co., Ltd",N700TQ1,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Substandard,No,Unknown
Asia,Cambodia,Pailin,Artesunate,Antimalarial,Unknown,10301,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,No API,Yes,Unknown
Asia,Cambodia,Pursat,Tetracycline,Antimalarial,Brainy Pharmaceutical,Missing,Tetracycline,Capsule,Unknown,Unknown,Pharmacy,2003,15/07/2003,Fail,Screening,Substandard,No,Unknown
Asia,Cambodia,Battambang,Mefloquine,Antimalarial,Mepha Ltd,15116,Mefloquine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Quinine,Antimalarial,IDA,16780319,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Artesunate,Antimalarial,Unknown,20402,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Tetracap,Antimalarial,"Masa Lab Co., Ltd",1090425,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Quinine,Antimalarial,Brainy Pharmaceutical,Missing,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pailin,Chloroquine,Antimalarial,Unknown,Missing,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Artesunate,Antimalarial,China,10301,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,No API,Yes,Unknown
Asia,Cambodia,Pursat,Dihydroartemisinin ,Antimalarial,"Kincare Medical & Pharmaceutical Co., Ltd",Missing,Dihydroartemisinin,Tablet,Unknown,Unknown,Pharmacy,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Tetraman,Antimalarial,T Man Pharma Ltd. Part.,7454587,Tetracycline,Capsule,Unknown,Unknown,Health Clinic,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Quinine,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Pharmacy,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Preah Vihear ,Chloroquine,Antimalarial,Unknown,TC02603,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Compendial,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Chloroquine,Antibiotic,Unknown,N 216AF,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Tetra,Antimalarial,Bright Future Pharma,10910,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Artesunate,Antimalarial,Unknown,21101,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Nitaquine,Antimalarial,"Utopian Co., Ltd",Missing,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Chloroquine,Antimalarial,"Acdhon Co., Ltd",T 7896,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Nitaquine,Antimalarial,"Utopian Co., Ltd",832TN7,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Quinine,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pailin,Quinine,Antimalarial,Unknown,Missing,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Pursat,Tetracycline,Antimalarial,Unknown,Missing,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Compendial,Missing,No,Unknown
Asia,Cambodia,Preah Vihear ,Artesunate,Antimalarial,Unknown,902,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,No API,Yes,Unknown
Asia,Cambodia,Pailin,Dihydroartemisinin ,Antimalarial,"Kincare Medical & Pharmaceutical Co., Ltd",Missing,Dihydroartemisinin,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Tetracycline,Antimalarial,"Utopian Co., Ltd",632,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Tetracycline,Antimalarial,"Asian Union Laboratories Co., Ltd",4605120,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Artesunate,Antimalarial,Unknown,10401,Artesunate,Tablet,Unknown,Unknown,Warehouse,2003,15/07/2003,Fail,Screening,No API,Yes,Unknown
Asia,Cambodia,Pursat,Dihydroartemisinin ,Antimalarial,Unknown,Missing,Dihydroartemisinin,Tablet,Unknown,Unknown,Pharmacy,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Artesunate,Antimalarial,Unknown,10301,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,No API,Yes,Unknown
Asia,Cambodia,Pailin,Tetracycline,Antimalarial,Brainy Pharmaceutical,Missing,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,No API,Yes,Unknown
Asia,Cambodia,Battambang,Mefloquine,Antimalarial,Mepha Ltd,15116,Mefloquine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Compendial,N/A,No,N/A
Asia,Cambodia,Pursat,Quinine,Antimalarial,Helm Pharma,144703,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pursat,Artesunate,Antimalarial,Unknown,20402,Artesunate,Tablet,Unknown,Unknown,Pharmacy,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Mephaquine,Antimalarial,Mepha Ltd,50028,Mefloquine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Masaquine,Antimalarial,Unknown,121683,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Chloroquine,Antimalarial,Unknown,Missing,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Artesunate,Antimalarial,Unknown,10301,Artesunate,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Compendial,Missing,Yes,Unknown
Asia,Cambodia,Battambang,Mefloquine,Antimalarial,"Atlantic Laboratories Co., Ltd",10197,Mefloquine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Tetracycline,Antimalarial,Brainy Pharmaceutical,Missing,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Compendial,Missing,No,Unknown
Asia,Cambodia,Pursat,Quinine,Antimalarial,Brainy Pharmaceutical,20530,Quinine ,Tablet,Unknown,Unknown,Pharmacy,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
Asia,Cambodia,Battambang,Quinine Sulfate,Antimalarial,Unknown,Missing,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Preah Vihear ,Chloroquine,Antimalarial,Newcharoen Pharmaceutical LP,N112101,Chloroquine,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Pailin,Tetracycline,Antimalarial,Bright Future Pharma,10910,Tetracycline,Capsule,Unknown,Unknown,Unknown,2003,15/07/2003,Pass,Screening,N/A,No,N/A
Asia,Cambodia,Battambang,Quinine Sulfate,Antimalarial,Brainy Pharmaceutical,20533,Quinine ,Tablet,Unknown,Unknown,Unknown,2003,15/07/2003,Fail,Screening,Wrong API,No,Unknown
